host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
13831079,Gayatri,Catete,Entire home/apt,75,10,2,2,36
41732381,Gilmar,Catete,Entire home/apt,563,1,0,1,365
14142504,Marisa,Glória,Entire home/apt,154,5,1,2,363
42473745,Mayra,Santa Teresa,Entire home/apt,237,1,1,2,90
148365726,Pedro,Flamengo,Private room,75,1,2,1,358
1725485,Adriana,Flamengo,Private room,150,1,1,1,365
205958904,Maria Da Conceição Galeno,Catete,Entire home/apt,139,3,0,1,195
63899823,Studio Catete,Catete,Entire home/apt,116,3,1,2,351
109599460,Barbara,Catete,Entire home/apt,319,1,0,1,365
83084093,Marylis,Catete,Entire home/apt,563,5,0,1,88
23218244,Anna,Santa Teresa,Entire home/apt,2201,4,1,8,90
1443646,Mônica,Catete,Entire home/apt,124,5,9,2,212
14754783,Alain,Catete,Entire home/apt,2389,7,0,1,365
6780472,Ricardo,Santa Teresa,Entire home/apt,800,15,0,1,358
15048591,Orlando,Catete,Entire home/apt,1315,3,0,1,365
12572458,Raquel,Santa Teresa,Entire home/apt,135,3,6,1,365
25764370,Diego,Catete,Entire home/apt,451,2,0,1,180
10259822,Carla,Santa Teresa,Entire home/apt,357,1,0,4,365
58341515,Adriana,Catete,Entire home/apt,252,1,0,1,365
79816160,Luciana,Botafogo,Private room,135,3,2,2,160
145213410,Neuza,Glória,Entire home/apt,199,1,5,1,358
80361802,Yvi,Botafogo,Private room,150,1,0,1,358
4899469,Marta,Botafogo,Private room,376,3,0,2,363
9923909,Allan,Glória,Entire home/apt,120,7,3,1,345
4390042,Alexandre,Santa Teresa,Entire home/apt,169,3,3,1,89
15215053,Giovani,Botafogo,Private room,90,1,1,1,365
51326285,Beatriz,Catete,Private room,252,2,1,5,164
38285826,Renata,Copacabana,Entire home/apt,120,4,12,5,134
8757398,Manu E Yuri,Catete,Private room,64,1,1,1,83
70214558,Casa Rio,Botafogo,Private room,323,3,0,2,87
9734080,Bob,Catete,Private room,162,2,0,5,365
82105216,Sônia,Santa Teresa,Entire home/apt,101,2,23,1,286
165658,Daniela,Gávea,Entire home/apt,398,2,1,2,355
5016144,Roberta,Gávea,Entire home/apt,5998,3,3,2,365
2219807,Bela,Gávea,Entire home/apt,300,30,0,1,0
2521176,Casa,Santa Teresa,Private room,300,2,11,5,327
1024832,Jose,Leblon,Entire home/apt,428,4,28,1,358
729204,Amanda,Gávea,Entire home/apt,646,1,3,1,363
53356958,André,Gávea,Entire home/apt,162,1,0,1,49
166963111,Maria,Catete,Private room,49,1,0,6,365
823800,Rafaella,Gávea,Entire home/apt,255,3,2,32,363
109859151,Marli,Flamengo,Private room,86,1,17,3,342
2521176,Casa,Santa Teresa,Private room,364,2,6,5,333
1271712,Irene,Botafogo,Private room,101,2,0,2,86
1470188,Jaqueline,Flamengo,Entire home/apt,244,2,32,2,252
67251545,Fellipe,Botafogo,Private room,338,1,0,1,364
149625148,Eduardo,Flamengo,Entire home/apt,150,3,1,1,180
144952811,Mônica,Botafogo,Private room,60,1,4,2,172
12457680,Conceição Keller,Flamengo,Entire home/apt,282,2,5,2,162
60237019,Iago,Botafogo,Private room,105,1,8,2,285
17128551,Mauro,Flamengo,Entire home/apt,199,2,35,1,249
61836589,Carlos Aurelio,Flamengo,Entire home/apt,64,1,12,6,331
149595015,Leonor,Botafogo,Private room,563,1,0,1,90
89903205,Jacqueline,Flamengo,Entire home/apt,120,3,2,2,88
193860988,Luciano,Urca,Private room,1499,2,0,1,180
64757298,Rosário,Glória,Entire home/apt,101,1,49,3,365
35385742,Andrei,Botafogo,Private room,75,2,11,2,17
8268588,Paulo,Catete,Entire home/apt,319,1,0,1,9
157140452,Florian,Glória,Entire home/apt,98,1,2,1,110
61669243,Elen,Glória,Entire home/apt,120,2,0,1,77
3727327,Andrea,Botafogo,Private room,131,5,8,6,320
10943587,Mirta,Flamengo,Private room,98,2,18,2,365
14655486,Guilherme,Flamengo,Entire home/apt,199,3,6,2,363
160616142,Raimunda,Santa Teresa,Shared room,75,2,0,4,351
5320247,Marcio,Botafogo,Private room,657,1,0,1,365
161131586,Cyntia,Catete,Entire home/apt,150,2,0,1,365
20823774,Jacqueline,Glória,Entire home/apt,94,2,5,1,76
160616142,Raimunda,Catete,Entire home/apt,199,2,0,4,365
1673501,Josy,Santa Teresa,Entire home/apt,3301,1,11,5,365
174446206,Michel,Glória,Entire home/apt,139,1,0,1,364
80680820,Rodrigo,Catete,Entire home/apt,376,2,1,1,358
73956527,Fabricio,Botafogo,Private room,150,3,0,2,365
114192229,Leiliane,Santa Teresa,Entire home/apt,282,1,0,2,365
38338322,Leonardo Ariana,Laranjeiras,Entire home/apt,901,1,0,1,365
22034004,Rodrigo,Glória,Entire home/apt,199,1,10,1,178
113960525,Monica,Catete,Entire home/apt,500,1,0,1,180
54473674,Douglas,Catete,Entire home/apt,192,3,17,2,177
82928,Jeff,Santa Teresa,Entire home/apt,105,2,1,1,179
34143158,Ana,Catete,Entire home/apt,109,2,6,1,90
15956200,Elena,Botafogo,Private room,154,3,35,1,364
15198797,Salmem,Flamengo,Entire home/apt,1127,1,0,3,365
1500231,Sarah,Botafogo,Private room,218,2,13,8,365
14201235,Ana Paula,Catete,Entire home/apt,500,6,4,1,365
121573852,Angelo,Catete,Entire home/apt,300,6,0,2,89
132437846,Juliana,Flamengo,Private room,53,2,5,2,88
17091364,Irene  De Alleluia,Flamengo,Entire home/apt,436,30,0,1,365
211028,Lisa,Santa Teresa,Entire home/apt,146,3,0,3,365
64336786,Giovanna,Flamengo,Private room,225,3,0,1,87
84553413,Karina,Flamengo,Private room,131,2,0,4,364
97130812,Juan,Catete,Entire home/apt,180,10,0,1,358
81661297,Leticia,Catete,Entire home/apt,116,2,0,1,362
163406277,Allan,Catete,Entire home/apt,267,1,2,1,364
62383896,Isabela,Flamengo,Private room,252,2,0,1,365
15874420,Marcelo,Flamengo,Private room,90,30,0,1,90
1159474,Elias,Flamengo,Entire home/apt,229,2,105,1,177
16308313,Janaina,Catete,Entire home/apt,199,3,1,1,364
85207138,Raphael,Catete,Entire home/apt,199,2,0,1,358
19138346,Regina,Flamengo,Entire home/apt,120,3,150,1,354
30807172,Rafaela,Catete,Entire home/apt,432,1,0,1,365
10696026,Braulio,Flamengo,Private room,90,2,3,1,365
36982864,Natalia,Catete,Entire home/apt,222,1,4,1,5
7218259,Mírian,Flamengo,Private room,94,2,2,1,364
10688768,Cynthia,Catete,Entire home/apt,199,5,2,1,364
82325417,Felipe,Glória,Shared room,150,5,0,2,363
56983873,Claudio,Glória,Shared room,60,1,0,2,364
24337867,Isabella,Catete,Entire home/apt,150,2,1,1,357
12544269,Margarida,Flamengo,Private room,150,1,4,1,363
23608507,Juliana,Santa Teresa,Entire home/apt,124,2,1,1,88
15263405,Pedro,Flamengo,Private room,56,5,1,2,363
50205282,Nicolle,Flamengo,Private room,113,2,0,4,362
15110851,Michelle,Glória,Entire home/apt,451,1,0,1,178
86778664,Fabiano & Vinícius,Laranjeiras,Private room,150,1,3,1,360
20143943,Katia,Glória,Shared room,131,1,0,1,364
42410655,Ariella,Botafogo,Private room,71,1,46,4,225
84772272,Maria Victoria,Catete,Entire home/apt,331,4,0,1,233
55093910,Bruna,Flamengo,Private room,109,1,5,2,365
32168832,Marcus,Botafogo,Private room,105,1,29,11,180
13636306,Renan,Santa Teresa,Shared room,222,1,0,1,365
67473281,Heliani,Catete,Entire home/apt,300,3,0,2,87
182086766,Izabela,Flamengo,Entire home/apt,139,2,7,1,345
85928416,Paola,Catete,Entire home/apt,199,5,3,1,83
60149671,Rogério,Botafogo,Private room,150,2,0,1,365
43192832,Priscila,Jacarepaguá,Entire home/apt,372,1,10,1,342
1500231,Sarah,Botafogo,Entire home/apt,654,2,6,8,365
78649010,Regina,Botafogo,Entire home/apt,282,2,1,1,360
42904584,Lígia,Botafogo,Entire home/apt,500,2,8,1,239
31543947,Rafaela,Jacarepaguá,Entire home/apt,199,1,3,1,0
35427136,Cesar,Flamengo,Entire home/apt,169,4,18,1,16
64294308,Terezinha,Flamengo,Entire home/apt,229,3,0,5,363
82493217,Elis,Jacarepaguá,Entire home/apt,109,2,0,2,169
18582838,Caroline,Flamengo,Entire home/apt,300,5,1,21,364
55416145,Thiago,Botafogo,Entire home/apt,500,2,1,1,190
46809445,Pedro,Flamengo,Entire home/apt,751,1,0,1,365
25711520,Fernanda,Flamengo,Entire home/apt,199,2,9,1,165
18582838,Caroline,Flamengo,Entire home/apt,252,5,1,21,364
86400248,Mag,Flamengo,Entire home/apt,128,2,15,1,52
3389654,Giovanna,Flamengo,Entire home/apt,94,7,9,1,194
84504503,Marcello,Flamengo,Entire home/apt,120,2,13,1,153
66793962,Bruna,Botafogo,Entire home/apt,537,7,0,1,364
58147932,Isabel Cristina,Jacarepaguá,Entire home/apt,800,15,0,1,365
86307141,Daniel,Jacarepaguá,Entire home/apt,1499,15,0,1,358
79567127,Paulo,Jacarepaguá,Entire home/apt,428,3,1,2,364
76228570,Thiago,Jacarepaguá,Entire home/apt,699,15,0,1,364
23109713,Marcos,Jacarepaguá,Entire home/apt,1998,1,0,1,364
65046415,Manuela,Jacarepaguá,Entire home/apt,590,10,0,2,364
87401443,Carla,Jacarepaguá,Entire home/apt,901,1,0,1,365
995749,Patricia & Carlos,Flamengo,Private room,90,2,38,1,347
76455690,Tiago,Botafogo,Entire home/apt,597,2,0,1,363
80123844,Raphael,Botafogo,Entire home/apt,864,6,0,1,89
22506454,Henrique,Flamengo,Entire home/apt,699,3,1,1,356
2343473,Ana,Flamengo,Private room,699,2,1,4,365
49198524,Daniel,Botafogo,Entire home/apt,500,1,0,1,365
54398870,Larissa,Flamengo,Private room,184,1,0,2,88
182310113,Luiz Felipe,Catete,Entire home/apt,90,3,1,1,274
25111380,Marcelo,Flamengo,Entire home/apt,150,10,7,1,87
16101275,Mauricio,Glória,Entire home/apt,169,3,4,1,89
59563181,Irlene,Flamengo,Entire home/apt,101,8,4,1,278
40282457,Fernanda,Catete,Entire home/apt,180,3,5,1,309
216935291,Dalvirene,Flamengo,Entire home/apt,139,1,0,1,356
49947059,Angella,Flamengo,Entire home/apt,222,2,7,3,325
18807357,Davisson,Flamengo,Entire home/apt,90,2,3,1,246
24663883,Fabiana,Flamengo,Private room,90,1,11,4,346
11880586,Fabiano,Glória,Entire home/apt,177,2,3,1,220
42410655,Ariella,Botafogo,Private room,79,1,62,4,225
4330477,Leonor Maria,Flamengo,Private room,252,3,1,2,89
24195684,Micael,Botafogo,Private room,60,2,55,1,360
104285125,Victor,Flamengo,Private room,222,1,0,1,89
99401077,Vinicius,Flamengo,Entire home/apt,319,5,0,2,248
9537721,Beatriz,Flamengo,Private room,169,1,0,2,365
29033831,Alberto,Flamengo,Entire home/apt,98,2,4,1,303
61836589,Carlos Aurelio,Flamengo,Entire home/apt,64,1,0,6,354
60781857,Marcia,Catete,Private room,199,2,0,2,364
52289338,Exalda,Botafogo,Entire home/apt,173,2,38,4,350
39554162,Paulo Renato,Flamengo,Entire home/apt,222,1,13,1,324
11786956,Guga,Urca,Private room,180,1,4,1,365
162268729,Marta,Flamengo,Entire home/apt,146,2,1,1,24
14428469,Thaiz,Flamengo,Private room,545,1,0,1,365
20515957,Carolina Alejandra,Urca,Entire home/apt,214,2,21,1,100
4698706,Marcio & Claudio,Urca,Entire home/apt,199,3,14,2,87
16271404,Lea,Botafogo,Entire home/apt,244,4,6,1,48
205889207,Maria,Botafogo,Entire home/apt,64,1,2,1,66
40068024,Marisa,Botafogo,Entire home/apt,409,2,23,1,342
60671385,Izanir,Botafogo,Entire home/apt,222,3,0,1,55
2885042,Bernardo,Botafogo,Entire home/apt,300,2,1,1,365
46507867,Guilherme,Botafogo,Entire home/apt,244,3,6,1,163
83632184,Elane,Botafogo,Entire home/apt,436,3,1,1,188
24458563,Ronaldo,Botafogo,Entire home/apt,146,1,6,1,72
15875876,Loury,Botafogo,Entire home/apt,135,2,0,1,44
1531381,Fátima,Flamengo,Private room,218,3,0,1,365
25454717,Maria Rita,Flamengo,Entire home/apt,252,3,3,1,220
23824653,Julia,Botafogo,Entire home/apt,233,2,15,1,349
76704016,Patricia,Flamengo,Shared room,101,1,0,1,9
63876173,Eduardo,Botafogo,Entire home/apt,349,30,2,1,181
11645095,Breno Lima,Flamengo,Private room,150,2,0,1,365
42060143,Cecilia,Botafogo,Entire home/apt,270,3,4,1,355
40541087,Ines,Botafogo,Entire home/apt,548,2,9,1,360
170752090,Raquel,Urca,Entire home/apt,101,5,0,2,180
23020844,Maria Luiza,Flamengo,Private room,79,2,1,1,365
18582838,Caroline,Flamengo,Entire home/apt,252,5,1,21,364
3832082,Priscila,Flamengo,Private room,60,3,1,3,351
202379622,Soh,Flamengo,Entire home/apt,90,6,2,1,259
12416232,Ava E Gustavo,Flamengo,Entire home/apt,699,4,2,2,161
10349575,Iuri,Flamengo,Entire home/apt,150,1,3,1,25
31759298,Ticiana,Flamengo,Entire home/apt,300,1,3,1,178
77546365,Manoel,Flamengo,Entire home/apt,451,15,0,1,362
2063611,Maria,Flamengo,Entire home/apt,240,365,0,1,365
49634353,Rosangela,Botafogo,Entire home/apt,225,5,1,2,32
46713000,Alexia,Jacarepaguá,Private room,1878,3,0,1,178
51600495,Paola,Flamengo,Entire home/apt,1052,10,0,1,358
59163634,Daniele,Jacarepaguá,Private room,500,20,0,1,365
10352402,Cassia,Botafogo,Entire home/apt,387,2,2,1,14
11992425,Vinicius,Laranjeiras,Private room,49,2,198,6,257
25854457,Celle,Jacarepaguá,Private room,398,3,0,1,365
10391242,Juliana,Barra da Tijuca,Private room,451,5,0,1,365
47421866,Toronto Empreendimentos,Flamengo,Entire home/apt,3775,1,0,1,365
4489574,Manuela,Botafogo,Entire home/apt,2501,1,0,2,83
83711298,Alan,Jacarepaguá,Entire home/apt,800,1,0,1,358
25817891,Ruth,Flamengo,Entire home/apt,300,2,0,1,362
86164251,André Luiz,Flamengo,Entire home/apt,192,2,3,1,363
94392852,Natasha,Leblon,Entire home/apt,500,3,0,1,83
156439775,Verônica,Humaitá,Entire home/apt,199,1,1,1,354
36911251,Pedro Henrique,Botafogo,Entire home/apt,199,1,4,2,359
7694522,Karl Erik,Gávea,Entire home/apt,349,30,15,1,103
13260420,Denise,Leblon,Entire home/apt,192,2,6,3,53
122039698,Mateus,Leblon,Entire home/apt,315,2,0,1,13
100757983,Patricia,Gávea,Entire home/apt,267,3,1,2,9
27168615,Het,Humaitá,Entire home/apt,481,7,0,1,365
8985610,Alexandre,Botafogo,Entire home/apt,41,30,5,2,180
10996196,Clarisse,Humaitá,Entire home/apt,210,1,10,1,365
76229606,Gabriela E Gustavo,Gávea,Entire home/apt,210,3,3,1,95
21405718,Antônio,Gávea,Entire home/apt,300,3,1,2,283
1771300,Jump In Bed,Gávea,Entire home/apt,800,2,1,14,365
120111849,Mancuzo,Gávea,Entire home/apt,237,2,3,1,352
4757654,Fabio,Glória,Private room,64,2,22,2,64
217578730,Vantoen,Botafogo,Entire home/apt,300,1,0,1,190
171514905,Daiane,Copacabana,Entire home/apt,60,1,0,3,364
34828822,Simone,Copacabana,Entire home/apt,180,2,0,2,163
5516776,Rose,Ipanema,Private room,150,1,17,1,364
218134253,Leila,Copacabana,Entire home/apt,999,3,0,1,121
85859253,Monique,Botafogo,Entire home/apt,282,7,0,1,363
2915201,Jules Rimet,Centro,Entire home/apt,94,2,0,31,364
16653746,Cecilia,Centro,Entire home/apt,563,1,0,1,365
11893816,Carlos Magno,Centro,Entire home/apt,548,3,1,1,0
46652490,Haline,Humaitá,Entire home/apt,300,2,1,1,72
1982737,Diogo,Leblon,Entire home/apt,361,2,22,49,116
26121130,Silvia,Barra da Tijuca,Entire home/apt,210,32,1,1,363
95597326,Veronica,Ipanema,Entire home/apt,222,3,6,3,88
160833906,RioHost,Copacabana,Entire home/apt,500,2,0,8,65
32718355,Bruno,Centro,Entire home/apt,349,1,2,1,365
15093813,Andrea,Botafogo,Entire home/apt,252,2,5,1,17
12061033,Carlys,Copacabana,Entire home/apt,398,2,9,3,350
11655793,Raquel,Botafogo,Entire home/apt,500,1,2,3,351
2156021,Gilson,Copacabana,Entire home/apt,101,2,21,3,65
164162467,Evandro,Botafogo,Entire home/apt,184,3,0,1,57
13596264,Marcello,Botafogo,Entire home/apt,143,3,2,2,365
49345160,Wanja,Botafogo,Entire home/apt,259,1,0,1,365
16066514,Andre,Centro,Entire home/apt,214,2,11,1,364
23342524,Adriana,Lagoa,Entire home/apt,376,3,106,1,317
4954792,Fernanda,Copacabana,Entire home/apt,252,2,0,1,283
27677548,Cristiana,Humaitá,Private room,79,1,0,3,177
157667482,Renata,Copacabana,Entire home/apt,162,3,0,1,40
530231,Yaya,Leblon,Private room,131,1,24,6,323
12666425,Marcus,Lagoa,Entire home/apt,398,5,2,1,179
5251888,Cecilia,Humaitá,Entire home/apt,500,3,10,2,365
4982034,Rogerio,Humaitá,Entire home/apt,398,365,0,2,365
14802948,Renato,Botafogo,Private room,199,1,0,1,365
15606542,Ana,Humaitá,Private room,120,5,0,2,89
1734676,Tom,Botafogo,Private room,109,1,0,1,361
2066006,Ana Luiza,Humaitá,Entire home/apt,143,2,0,2,320
4974044,Nina,Leblon,Private room,199,1,12,1,308
14365285,Patricia,Leblon,Private room,109,1,10,1,363
102781677,Miguel Angel,Santa Teresa,Shared room,41,1,5,5,361
24624220,Henrique,Humaitá,Entire home/apt,285,3,4,1,119
2552141,Carlos,Centro,Entire home/apt,398,11,0,2,365
198439689,Viviane,Botafogo,Entire home/apt,146,10,0,1,90
23937530,Tito,Centro,Entire home/apt,120,2,12,1,168
2833620,Ricardo,Centro,Entire home/apt,150,3,7,1,119
44089881,Andreia,Botafogo,Entire home/apt,376,3,0,1,284
38590354,Fernando,Botafogo,Entire home/apt,999,3,2,1,26
183216513,Regina,Barra da Tijuca,Private room,1499,180,0,3,365
49205396,Jubemar,Jacarepaguá,Shared room,139,5,0,3,177
85156489,Marcela,Jacarepaguá,Entire home/apt,398,15,0,1,90
61836589,Carlos Aurelio,Flamengo,Entire home/apt,68,1,12,6,352
58390498,Carol,Urca,Private room,240,1,3,1,365
91654021,Daniel,Flamengo,Private room,143,3,0,213,365
66199648,Tânia,Flamengo,Private room,101,1,0,3,194
185548181,Elisa E Nando,Flamengo,Entire home/apt,150,10,0,1,73
9737938,Ana Carolina,Catete,Entire home/apt,699,7,2,1,362
30939080,Vitor,Flamengo,Private room,109,1,0,4,365
4474837,Renataquintas,Catete,Entire home/apt,131,7,1,1,365
72034067,Yasser,Catete,Entire home/apt,131,2,1,1,178
48564741,Rafaella,Botafogo,Private room,79,1,4,1,365
24482455,Erycka,Botafogo,Private room,113,2,3,1,64
1500231,Sarah,Botafogo,Private room,218,2,4,8,365
43689710,Camilo,Botafogo,Private room,158,5,4,1,364
44943058,Christian,Botafogo,Private room,199,3,0,1,364
51221053,Vivi,Botafogo,Private room,30,30,0,1,363
56820890,Gabi,Flamengo,Private room,56,1,62,1,62
60237019,Iago,Botafogo,Private room,150,1,1,2,298
168442333,Andrea,Botafogo,Private room,199,3,0,1,89
82725718,Marcella,Flamengo,Entire home/apt,139,2,28,1,166
6863214,Eduardo,Botafogo,Entire home/apt,101,3,16,1,16
53915343,Clara,Botafogo,Entire home/apt,282,2,10,1,365
78836379,Anna Beatriz,Botafogo,Entire home/apt,631,1,3,1,349
163636791,Margarida & Cesar,Flamengo,Entire home/apt,300,1,18,5,171
63147909,Victor,Botafogo,Entire home/apt,349,5,0,1,354
116135653,Hugo,Flamengo,Entire home/apt,109,2,13,2,362
117266047,Sergio,Flamengo,Entire home/apt,128,2,3,1,331
135569292,Sueleide,Barra da Tijuca,Private room,150,3,1,2,363
81968670,Fernanda,Flamengo,Entire home/apt,639,1,0,1,88
10481006,Felipe,Flamengo,Entire home/apt,601,2,2,1,363
83587992,Maria A,Jacarepaguá,Private room,98,1,0,1,362
100390876,Aguiar,Flamengo,Entire home/apt,150,2,8,2,337
3665789,Roberta (Beta) Gatti,Flamengo,Entire home/apt,162,2,5,17,339
7965481,Luciana,Flamengo,Entire home/apt,601,1,1,3,363
49262326,Neusa Maria,Urca,Entire home/apt,154,1,57,1,123
74337848,Everton,Botafogo,Entire home/apt,98,2,5,1,4
76981297,Davi,Jacarepaguá,Private room,1127,7,0,1,87
54506579,Carlos Eli,Jacarepaguá,Entire home/apt,199,5,2,1,177
67850207,Tupiniquim Hostel,Botafogo,Shared room,41,1,0,18,355
66757146,Jacqueline,Jacarepaguá,Entire home/apt,980,2,2,1,365
67850207,Tupiniquim Hostel,Botafogo,Shared room,34,1,0,18,355
67850207,Tupiniquim Hostel,Botafogo,Shared room,49,1,0,18,355
105458113,Rosangela,Botafogo,Shared room,49,7,0,1,362
17504584,Ludi,Jacarepaguá,Entire home/apt,789,7,1,1,89
73621504,Wanessa,Jacarepaguá,Entire home/apt,184,1,0,1,365
2206207,Guacira,Botafogo,Private room,131,3,49,1,355
25324486,Renato,Jacarepaguá,Entire home/apt,699,5,0,2,83
47584281,Renato,Jacarepaguá,Entire home/apt,398,1,0,7,364
59708066,Marcia Elizabeth,Jacarepaguá,Entire home/apt,999,20,0,1,90
2169494,Elen,Flamengo,Entire home/apt,252,1,45,1,349
25324486,Renato,Jacarepaguá,Entire home/apt,699,5,1,2,365
11992425,Vinicius,Laranjeiras,Private room,60,1,48,6,243
47793276,Luiz Felipe,Jacarepaguá,Entire home/apt,1100,15,1,1,365
80537981,Fernanda,Jacarepaguá,Entire home/apt,1198,20,0,1,365
84568660,Tatiana,Barra da Tijuca,Entire home/apt,999,7,0,1,365
83196672,Rafael,Jacarepaguá,Entire home/apt,1600,30,0,1,87
101558309,Denise,Flamengo,Entire home/apt,146,1,3,1,82
77935835,Luis,Jacarepaguá,Entire home/apt,2501,7,0,1,362
496656,Marcia  Longras,Botafogo,Private room,68,3,13,8,194
33502925,Daniel,Jacarepaguá,Entire home/apt,980,14,0,1,358
82393794,Henrique,Barra da Tijuca,Entire home/apt,920,7,0,1,364
2600055,Clarice,Botafogo,Private room,131,3,15,2,359
3876419,Verena,Botafogo,Private room,79,1,0,1,360
61590102,Raphael,Botafogo,Entire home/apt,248,5,1,1,38
42700746,Isabel,Flamengo,Entire home/apt,481,4,0,1,364
5866883,Aline,Flamengo,Entire home/apt,64,7,11,3,55
55372100,José,Flamengo,Entire home/apt,601,4,0,2,363
11659750,Alessandra,Botafogo,Entire home/apt,999,14,0,1,365
18582838,Caroline,Flamengo,Entire home/apt,252,5,0,21,364
103884456,Marcia,Flamengo,Entire home/apt,252,5,1,1,88
1377161,Ana Cristina,Botafogo,Entire home/apt,252,1,3,1,364
15106426,Nyrce,Botafogo,Entire home/apt,751,6,0,1,363
27457823,Rosangela,Flamengo,Entire home/apt,252,2,0,1,364
49696285,Ana,Botafogo,Entire home/apt,237,2,4,1,356
4417808,Marcelo,Botafogo,Entire home/apt,327,30,0,2,365
77157167,Paulo & Paulo,Flamengo,Entire home/apt,252,2,4,1,345
85954000,Edwaldo,Flamengo,Entire home/apt,116,2,2,1,60
174021180,Juvenal,Flamengo,Entire home/apt,75,5,2,4,176
15200950,Rogelio,Botafogo,Entire home/apt,1085,4,0,1,365
135798514,Ana Karina,Botafogo,Entire home/apt,150,2,3,1,342
9947610,Daniela,Flamengo,Entire home/apt,169,4,0,1,64
7598382,Italo,Catete,Entire home/apt,199,4,2,1,284
3919182,Fabiano,Flamengo,Entire home/apt,199,3,18,1,353
14670035,Érica,Flamengo,Entire home/apt,252,3,10,2,345
116250429,Nitya,Botafogo,Entire home/apt,601,4,0,1,89
60273496,Pedro E Américo,Centro,Entire home/apt,98,1,9,1,363
41074007,Monica,Copacabana,Entire home/apt,113,2,7,1,363
47619396,Jose Marcos,Ipanema,Entire home/apt,1600,2,6,1,179
1159004,Dulce,Leblon,Private room,203,2,7,2,332
86297485,Guilherme,Leblon,Private room,999,1,0,1,364
4218648,Martin,Gávea,Private room,101,3,3,2,365
84765020,Marco Aurélio,Gávea,Private room,150,4,0,3,179
162976162,Daniella,Gávea,Private room,195,5,1,1,90
824939,Mariano,Ipanema,Entire home/apt,612,3,6,1,351
101231011,Fernanda,Leblon,Entire home/apt,999,2,0,1,358
30798656,Julia,Ipanema,Entire home/apt,999,5,1,1,284
73936757,Deborah,Leblon,Entire home/apt,300,2,2,1,72
158933362,Cássia Ou Wellington,Botafogo,Private room,49,1,3,8,300
42846330,Miguel,Botafogo,Private room,56,2,28,2,343
10300288,Elisa,Catete,Private room,71,3,0,3,177
180686272,Rozangela,Botafogo,Private room,83,1,11,1,351
8345351,Anita,Flamengo,Private room,101,5,18,2,104
1656954,Lia,Catete,Entire home/apt,192,3,0,1,309
15119193,Claudia Maria,Santa Teresa,Private room,180,1,3,1,365
4528970,Eugenia,Santa Teresa,Private room,180,1,4,2,365
56074000,Gabriela,Santa Teresa,Private room,86,2,4,1,88
4211720,Olivia,Flamengo,Entire home/apt,323,3,9,1,270
23953213,Sol,Santa Teresa,Private room,199,3,0,1,365
1360725,Miguel,Catete,Entire home/apt,229,2,2,1,270
15824155,Catarina,Glória,Entire home/apt,255,5,9,1,90
71584678,Lívia,Catete,Entire home/apt,105,3,10,1,66
10482189,Emanuel,Flamengo,Private room,180,4,0,1,180
156115086,Tais,Santa Teresa,Private room,150,3,1,1,284
5072927,Renatta,Santa Teresa,Private room,45,4,3,1,88
18805586,Luís,Gávea,Entire home/apt,252,3,8,1,272
92183842,Fernanda,Catete,Private room,60,3,0,1,333
64275672,Adam,Copacabana,Entire home/apt,49,1,12,2,76
45763060,Matthias,Catete,Private room,90,1,0,1,229
13540566,Germano E Mônica,Gávea,Entire home/apt,300,2,8,1,326
50433709,Nélson,Copacabana,Entire home/apt,300,10,0,2,55
52040137,Phelipe,Catete,Private room,109,1,1,1,365
28243860,Davide,Botafogo,Private room,173,3,1,1,178
84774648,Fernando,Copacabana,Private room,86,1,0,2,364
4168266,Ian,Copacabana,Private room,49,5,0,6,56
21743110,Mauro,Botafogo,Private room,252,3,0,1,365
2223774,Nadja E Carol,Copacabana,Private room,180,2,0,3,337
10790369,Ewa,Santa Teresa,Private room,128,2,138,6,347
13322837,Gerben,Botafogo,Private room,113,1,0,1,365
23218244,Anna,Santa Teresa,Private room,240,1,141,8,131
23218244,Anna,Santa Teresa,Private room,180,1,100,8,144
5507764,Caê,Glória,Private room,71,2,162,3,129
72495908,Walter,Catete,Private room,56,3,102,1,150
4039476,Suely,Gávea,Entire home/apt,319,3,2,1,348
1693952,Katia,Glória,Private room,56,3,107,4,343
91654021,Daniel,Leblon,Entire home/apt,669,2,0,213,365
2317073,Ticiana,Botafogo,Private room,210,7,0,1,365
10122044,Eduardo,Leblon,Entire home/apt,1465,7,4,5,267
32052266,Monica,Gávea,Entire home/apt,1198,7,0,1,83
22713969,Maria,Gávea,Entire home/apt,150,2,2,18,105
15151424,Flávio,Gávea,Entire home/apt,398,2,0,1,365
43729418,Hops,Gávea,Entire home/apt,101,1,0,1,364
13257149,Guilherme,Gávea,Entire home/apt,901,15,0,2,365
3665789,Roberta (Beta) Gatti,Gávea,Entire home/apt,398,1,0,17,358
5228078,Marcelo,Catete,Private room,64,1,11,6,134
11970350,Carlos,Flamengo,Private room,398,1,0,11,365
22690365,Isabella,Centro,Entire home/apt,180,2,3,1,365
63489076,Pedro,Catete,Entire home/apt,120,2,39,1,84
61095538,Alessandra,Glória,Entire home/apt,199,3,0,1,360
10032443,Claudia,Glória,Entire home/apt,436,3,4,1,363
40666931,Marcos Vinícius,Glória,Entire home/apt,240,1,1,1,365
3201870,Cirlea,Glória,Entire home/apt,661,2,2,3,364
73403459,Roberto,Glória,Entire home/apt,323,3,1,1,364
